Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_8634,3141.27,Japan,Finance,Small Cap,Debt,-6.58,-23.22
Stock_8635,3094.54,India,Consumer Goods,Mid Cap,Debt,-27.74,83.2
Stock_8636,1987.54,India,Healthcare,Small Cap,Debt,26.39,53.64
Stock_8637,1312.88,USA,Consumer Goods,Small Cap,Debt,-4.58,85.3
Stock_8638,2907.24,India,Consumer Goods,Large Cap,Debt,48.1,13.44
Stock_8639,2482.1,Japan,Consumer Goods,Mid Cap,Debt,-29.82,46.7
Stock_8640,4736.85,Japan,Finance,Mid Cap,Debt,37.45,58.38
Stock_8641,4071.61,Japan,Energy,Mid Cap,Debt,-12.57,86.3
Stock_8642,4168.33,Japan,Technology,Small Cap,Debt,22.32,44.57
Stock_8643,466.92,USA,Healthcare,Small Cap,Debt Free,-26.64,-13.04
Stock_8644,4423.27,Japan,Technology,Mid Cap,Debt,37.84,65.78
Stock_8645,3478.72,India,Technology,Large Cap,Debt,23.4,4.93
Stock_8646,2933.64,India,Consumer Goods,Mid Cap,Debt Free,-5.06,95.59
Stock_8647,1924.7,India,Consumer Goods,Mid Cap,Debt Free,-24.01,-35.15
Stock_8648,1308.09,China,Technology,Mid Cap,Debt Free,44.73,81.03
Stock_8649,311.26,India,Technology,Large Cap,Debt,10.62,14.92
Stock_8650,1750.29,India,Consumer Goods,Mid Cap,Debt,-17.41,-10.12
Stock_8651,2460.12,Japan,Finance,Large Cap,Debt,36.11,-4.36
Stock_8652,4253.13,India,Technology,Large Cap,Debt,1.99,91.9
Stock_8653,978.33,USA,Healthcare,Mid Cap,Debt Free,-26.31,-35.37
Stock_8654,1973.06,China,Technology,Large Cap,Debt Free,1.37,76.18
Stock_8655,2004.27,Japan,Consumer Goods,Small Cap,Debt,19.11,44.85
Stock_8656,290.5,Japan,Healthcare,Mid Cap,Debt Free,-29.01,-4.73
Stock_8657,1222.52,USA,Healthcare,Mid Cap,Debt,14.76,-4.62
Stock_8658,2958.24,China,Technology,Small Cap,Debt,-6.34,65.27
Stock_8659,1630.56,China,Technology,Mid Cap,Debt,-10.4,50.8
Stock_8660,2667.62,USA,Consumer Goods,Large Cap,Debt Free,35.49,25.74
Stock_8661,834.55,USA,Technology,Large Cap,Debt,44.21,-37.18
Stock_8662,2384.52,China,Healthcare,Small Cap,Debt,35.83,-16.7
Stock_8663,3918.39,Japan,Finance,Large Cap,Debt Free,2.26,18.24
Stock_8664,510.62,USA,Consumer Goods,Mid Cap,Debt,-8.17,56.07
Stock_8665,2562.24,India,Consumer Goods,Large Cap,Debt,-0.73,-13.29
Stock_8666,448.75,China,Technology,Mid Cap,Debt,24.81,-20.83
Stock_8667,1200.76,Japan,Technology,Small Cap,Debt,6.37,3.14
Stock_8668,1503.48,India,Finance,Mid Cap,Debt Free,3.22,-2.48
Stock_8669,4545.96,India,Consumer Goods,Small Cap,Debt Free,38.15,-47.53
Stock_8670,3531.42,USA,Healthcare,Large Cap,Debt,45.58,23.33
Stock_8671,4013.55,India,Technology,Large Cap,Debt,25.85,68.5
Stock_8672,3879.49,India,Technology,Mid Cap,Debt,-20.65,-14.47
Stock_8673,4539.5,USA,Technology,Small Cap,Debt,28.6,-49.44
Stock_8674,4292.27,India,Consumer Goods,Large Cap,Debt,39.46,-49.73
Stock_8675,3503.17,China,Technology,Small Cap,Debt,-0.88,96.56
Stock_8676,3997.41,Japan,Healthcare,Mid Cap,Debt,-23.09,70.51
Stock_8677,4343.26,China,Technology,Mid Cap,Debt,35.01,96.48
Stock_8678,3451.45,Japan,Technology,Large Cap,Debt Free,45.68,48.17
Stock_8679,2513.31,USA,Healthcare,Small Cap,Debt,15.89,70.52
Stock_8680,4264.27,Japan,Technology,Mid Cap,Debt Free,7.25,99.46
Stock_8681,3920.19,India,Finance,Large Cap,Debt Free,47.72,93.49
Stock_8682,676.53,USA,Finance,Large Cap,Debt,25.49,3.29
Stock_8683,412.98,India,Finance,Mid Cap,Debt,18.32,20.27
Stock_8684,2703.91,Japan,Technology,Small Cap,Debt Free,43.59,-30.57
Stock_8685,979.99,Japan,Consumer Goods,Small Cap,Debt,48.87,35.32
Stock_8686,4822.59,China,Finance,Mid Cap,Debt,15.3,-21.59
Stock_8687,1511.01,India,Technology,Large Cap,Debt,-20.0,-15.64
Stock_8688,1214.89,USA,Technology,Small Cap,Debt,18.65,19.06
Stock_8689,3354.9,Japan,Technology,Small Cap,Debt,-28.77,-5.68
Stock_8690,4306.13,USA,Technology,Large Cap,Debt,36.2,87.78
Stock_8691,2609.1,China,Consumer Goods,Small Cap,Debt Free,8.92,-4.4
Stock_8692,1695.61,USA,Energy,Mid Cap,Debt Free,-5.62,50.25
Stock_8693,4185.45,India,Technology,Large Cap,Debt,49.67,19.0
Stock_8694,449.22,India,Technology,Small Cap,Debt,-22.7,63.22
Stock_8695,2946.87,USA,Finance,Large Cap,Debt,29.91,47.5
Stock_8696,3876.1,China,Energy,Mid Cap,Debt Free,32.53,-4.34
Stock_8697,3781.28,USA,Consumer Goods,Small Cap,Debt,-10.31,93.34
Stock_8698,1281.0,China,Healthcare,Large Cap,Debt Free,-12.76,-48.46
Stock_8699,4481.12,India,Technology,Mid Cap,Debt Free,45.17,23.07
Stock_8700,1098.68,Japan,Technology,Small Cap,Debt,-17.35,-39.2
Stock_8701,161.92,India,Finance,Small Cap,Debt,12.28,45.13
Stock_8702,2871.78,India,Finance,Mid Cap,Debt,-6.41,-35.99
Stock_8703,1771.64,India,Energy,Mid Cap,Debt Free,24.58,9.0
Stock_8704,3240.26,USA,Technology,Large Cap,Debt,-18.42,-38.82
Stock_8705,1382.4,USA,Healthcare,Mid Cap,Debt Free,1.61,60.82
Stock_8706,793.64,USA,Healthcare,Mid Cap,Debt Free,1.31,59.4
Stock_8707,2883.83,China,Healthcare,Mid Cap,Debt,-7.59,-35.15
Stock_8708,4733.26,India,Technology,Small Cap,Debt,0.78,18.81
Stock_8709,3437.61,USA,Healthcare,Mid Cap,Debt Free,10.43,11.61
Stock_8710,248.95,China,Finance,Mid Cap,Debt Free,-22.45,26.6
Stock_8711,637.59,USA,Finance,Mid Cap,Debt,13.63,-38.75
Stock_8712,2733.15,India,Healthcare,Large Cap,Debt,5.68,31.49
Stock_8713,3214.2,Japan,Healthcare,Mid Cap,Debt,10.44,92.94
Stock_8714,2460.61,USA,Technology,Mid Cap,Debt,11.69,5.46
Stock_8715,3453.68,India,Healthcare,Small Cap,Debt Free,30.47,-20.77
Stock_8716,3568.56,Japan,Energy,Small Cap,Debt,19.6,98.86
Stock_8717,3461.31,India,Finance,Small Cap,Debt Free,18.36,67.02
Stock_8718,3420.22,Japan,Healthcare,Large Cap,Debt Free,-27.97,-25.18
Stock_8719,630.57,China,Technology,Small Cap,Debt,-27.36,54.61
Stock_8720,2577.48,Japan,Technology,Mid Cap,Debt,28.07,-22.52
Stock_8721,1606.63,China,Finance,Mid Cap,Debt,40.93,96.89
Stock_8722,337.32,USA,Consumer Goods,Large Cap,Debt Free,2.79,32.25
Stock_8723,3409.18,China,Technology,Large Cap,Debt,-10.37,42.27
Stock_8724,3625.44,USA,Finance,Small Cap,Debt,-24.73,63.86
Stock_8725,323.88,Japan,Healthcare,Small Cap,Debt,15.81,22.87
Stock_8726,979.81,Japan,Healthcare,Mid Cap,Debt,49.67,11.96
Stock_8727,1479.33,India,Finance,Large Cap,Debt Free,43.31,15.2
Stock_8728,871.22,India,Healthcare,Small Cap,Debt Free,-16.41,95.82
Stock_8729,735.99,India,Consumer Goods,Large Cap,Debt,-6.34,-5.74
Stock_8730,985.38,China,Finance,Large Cap,Debt,41.15,68.22
Stock_8731,1069.6,India,Energy,Mid Cap,Debt,-15.86,93.66
Stock_8732,323.88,USA,Healthcare,Small Cap,Debt,-2.44,79.9
Stock_8733,1345.49,Japan,Technology,Mid Cap,Debt Free,-17.17,16.29
Stock_8734,3512.37,India,Healthcare,Mid Cap,Debt Free,26.42,73.46
Stock_8735,175.5,Japan,Healthcare,Mid Cap,Debt,3.53,-10.99
Stock_8736,4880.94,India,Consumer Goods,Mid Cap,Debt,19.61,86.58
Stock_8737,3663.82,India,Healthcare,Large Cap,Debt Free,-18.87,-28.6
Stock_8738,4030.87,Japan,Healthcare,Large Cap,Debt,11.64,-26.76
Stock_8739,4687.57,Japan,Healthcare,Large Cap,Debt,-13.84,-23.12
Stock_8740,721.54,India,Consumer Goods,Small Cap,Debt,38.37,-26.9
Stock_8741,3146.61,USA,Technology,Mid Cap,Debt,-5.85,2.94
Stock_8742,2097.03,India,Technology,Mid Cap,Debt Free,-19.24,73.85
Stock_8743,1384.94,USA,Finance,Mid Cap,Debt,-16.36,5.9
Stock_8744,3717.8,India,Consumer Goods,Small Cap,Debt,22.56,-41.1
Stock_8745,4573.87,India,Healthcare,Mid Cap,Debt,45.66,-38.11
Stock_8746,3652.48,USA,Healthcare,Large Cap,Debt,36.32,55.4
Stock_8747,2563.01,Japan,Consumer Goods,Mid Cap,Debt,27.6,35.18
Stock_8748,2605.01,India,Finance,Mid Cap,Debt,23.89,95.77
Stock_8749,4408.38,USA,Technology,Small Cap,Debt,44.08,32.87
Stock_8750,3323.23,India,Consumer Goods,Large Cap,Debt,16.68,61.54
Stock_8751,3068.37,Japan,Technology,Small Cap,Debt,20.55,46.15
Stock_8752,3693.0,China,Healthcare,Small Cap,Debt,29.18,78.04
Stock_8753,3304.02,Japan,Finance,Mid Cap,Debt,3.27,-38.46
Stock_8754,4071.48,Japan,Consumer Goods,Small Cap,Debt Free,5.31,-25.18
Stock_8755,2502.71,China,Finance,Large Cap,Debt,2.22,51.52
Stock_8756,600.18,USA,Technology,Mid Cap,Debt,36.82,84.96
Stock_8757,4908.43,India,Technology,Small Cap,Debt,9.84,21.97
Stock_8758,2687.5,India,Finance,Small Cap,Debt,40.42,42.14
Stock_8759,355.31,India,Technology,Small Cap,Debt,26.95,-41.81
Stock_8760,3560.67,India,Consumer Goods,Small Cap,Debt Free,1.0,52.75
Stock_8761,168.32,India,Technology,Mid Cap,Debt Free,17.96,34.98
Stock_8762,3093.0,Japan,Technology,Mid Cap,Debt,-26.04,90.96
Stock_8763,2763.57,China,Consumer Goods,Large Cap,Debt,28.65,63.34
Stock_8764,3998.66,India,Technology,Small Cap,Debt,9.73,-40.63
Stock_8765,3568.5,Japan,Technology,Mid Cap,Debt,20.71,-48.38
Stock_8766,482.88,China,Technology,Mid Cap,Debt Free,-28.97,79.23
Stock_8767,4242.22,India,Finance,Large Cap,Debt,19.77,74.07
Stock_8768,2348.76,India,Consumer Goods,Mid Cap,Debt,5.16,-0.55
Stock_8769,4121.74,China,Consumer Goods,Mid Cap,Debt,32.88,-29.7
Stock_8770,1876.06,India,Healthcare,Mid Cap,Debt Free,-5.91,4.03
Stock_8771,2288.5,USA,Technology,Large Cap,Debt,45.08,-17.68
Stock_8772,2514.57,India,Finance,Small Cap,Debt,-17.39,10.33
Stock_8773,290.46,India,Finance,Mid Cap,Debt,48.31,23.67
Stock_8774,1138.81,USA,Technology,Large Cap,Debt Free,46.09,76.99
Stock_8775,3455.49,India,Healthcare,Large Cap,Debt Free,5.64,-6.7
Stock_8776,3935.82,India,Technology,Small Cap,Debt Free,1.96,44.19
Stock_8777,3296.21,Japan,Consumer Goods,Mid Cap,Debt Free,23.9,27.88
Stock_8778,2740.8,Japan,Energy,Mid Cap,Debt,-19.59,65.76
Stock_8779,4770.12,China,Technology,Small Cap,Debt,2.33,-43.55
Stock_8780,4203.23,Japan,Consumer Goods,Small Cap,Debt,-27.42,60.74
Stock_8781,2410.08,China,Technology,Small Cap,Debt,7.92,-22.3
Stock_8782,4137.0,China,Technology,Mid Cap,Debt,16.83,33.54
Stock_8783,4890.89,Japan,Technology,Large Cap,Debt,5.69,97.61
Stock_8784,3580.61,Japan,Technology,Mid Cap,Debt,22.21,44.88
Stock_8785,910.47,China,Consumer Goods,Large Cap,Debt Free,-13.6,99.48
Stock_8786,943.25,Japan,Consumer Goods,Small Cap,Debt,5.19,-5.13
Stock_8787,4527.24,Japan,Technology,Large Cap,Debt Free,2.13,24.15
Stock_8788,1676.66,India,Consumer Goods,Small Cap,Debt Free,13.21,45.16
Stock_8789,2584.93,USA,Technology,Mid Cap,Debt,-24.33,-38.24
Stock_8790,3659.4,China,Consumer Goods,Mid Cap,Debt,-4.15,-34.05
Stock_8791,612.05,Japan,Healthcare,Mid Cap,Debt Free,36.74,61.17
Stock_8792,2447.04,USA,Finance,Large Cap,Debt,29.37,12.96
Stock_8793,3164.26,USA,Consumer Goods,Mid Cap,Debt,15.6,96.06
Stock_8794,840.47,Japan,Healthcare,Mid Cap,Debt,48.84,-1.0
Stock_8795,703.25,India,Technology,Small Cap,Debt Free,16.69,-3.04
Stock_8796,3818.59,Japan,Technology,Mid Cap,Debt Free,46.37,97.5
Stock_8797,2491.93,China,Consumer Goods,Large Cap,Debt,38.19,-27.79
Stock_8798,232.63,USA,Healthcare,Mid Cap,Debt Free,42.2,70.88
Stock_8799,4896.2,India,Consumer Goods,Mid Cap,Debt,-9.82,69.06
Stock_8800,1910.96,Japan,Energy,Mid Cap,Debt,-1.59,52.1
Stock_8801,1793.81,India,Consumer Goods,Mid Cap,Debt Free,-23.27,-16.2
Stock_8802,1913.04,Japan,Technology,Large Cap,Debt,-16.22,-22.49
Stock_8803,3483.27,China,Technology,Large Cap,Debt Free,0.16,77.17
Stock_8804,3122.63,India,Consumer Goods,Large Cap,Debt,36.29,-29.94
Stock_8805,927.75,India,Consumer Goods,Mid Cap,Debt,3.63,-0.38
Stock_8806,1018.86,USA,Finance,Mid Cap,Debt,2.79,-42.89
Stock_8807,1714.69,China,Technology,Large Cap,Debt,-23.39,72.25
Stock_8808,1350.42,India,Consumer Goods,Mid Cap,Debt Free,-21.5,2.02
Stock_8809,3937.32,China,Technology,Small Cap,Debt Free,-25.58,83.1
Stock_8810,1067.76,India,Healthcare,Small Cap,Debt,39.46,35.03
Stock_8811,4789.67,Japan,Energy,Large Cap,Debt Free,1.08,67.51
Stock_8812,3640.41,India,Energy,Large Cap,Debt Free,-10.99,76.19
Stock_8813,4670.66,USA,Technology,Mid Cap,Debt,-23.67,80.69
Stock_8814,1514.59,USA,Finance,Mid Cap,Debt,32.09,62.42
Stock_8815,2068.5,Japan,Technology,Mid Cap,Debt Free,24.45,89.03
Stock_8816,1582.65,Japan,Consumer Goods,Mid Cap,Debt,-10.67,-33.05
Stock_8817,1159.5,India,Technology,Mid Cap,Debt Free,11.41,-14.62
Stock_8818,4921.03,China,Healthcare,Large Cap,Debt,3.42,16.35
Stock_8819,3497.32,USA,Technology,Mid Cap,Debt,41.87,-44.5
Stock_8820,4557.43,India,Finance,Mid Cap,Debt Free,-25.18,50.28
Stock_8821,4927.25,India,Technology,Large Cap,Debt Free,-16.84,-8.75
Stock_8822,1551.14,USA,Healthcare,Mid Cap,Debt,-0.82,-24.48
Stock_8823,3496.65,Japan,Healthcare,Small Cap,Debt,-11.16,73.68
Stock_8824,2632.24,Japan,Healthcare,Mid Cap,Debt,3.54,89.54
Stock_8825,4823.31,Japan,Healthcare,Small Cap,Debt,32.82,62.92
Stock_8826,1038.89,India,Consumer Goods,Mid Cap,Debt Free,41.25,90.06
Stock_8827,1959.6,USA,Finance,Mid Cap,Debt Free,32.24,-10.41
Stock_8828,4356.22,Japan,Technology,Mid Cap,Debt,7.35,74.02
Stock_8829,2700.37,India,Consumer Goods,Large Cap,Debt Free,-29.96,-19.5
Stock_8830,3363.04,USA,Consumer Goods,Small Cap,Debt,-18.78,-30.65
Stock_8831,3113.28,China,Finance,Large Cap,Debt Free,34.41,24.81
Stock_8832,3421.23,India,Technology,Small Cap,Debt,7.05,67.48
Stock_8833,2526.96,India,Technology,Large Cap,Debt Free,40.31,-21.95
Stock_8834,2218.05,China,Technology,Large Cap,Debt,12.79,-9.06
Stock_8835,577.15,India,Technology,Mid Cap,Debt,8.46,-21.55
Stock_8836,1940.64,India,Energy,Small Cap,Debt Free,37.78,69.9
Stock_8837,2407.61,India,Technology,Mid Cap,Debt,1.89,79.29
Stock_8838,1692.99,Japan,Consumer Goods,Large Cap,Debt Free,-9.36,-4.57
Stock_8839,4699.1,Japan,Healthcare,Mid Cap,Debt,-5.95,40.28
Stock_8840,4964.63,USA,Healthcare,Small Cap,Debt Free,31.7,58.16
Stock_8841,4368.6,China,Healthcare,Large Cap,Debt,3.18,73.42
Stock_8842,3292.24,India,Finance,Small Cap,Debt,24.93,50.69
Stock_8843,3175.51,USA,Consumer Goods,Large Cap,Debt,-24.4,-47.33
Stock_8844,4747.81,India,Energy,Large Cap,Debt,5.65,81.11
Stock_8845,2243.12,India,Consumer Goods,Large Cap,Debt,34.61,-22.13
Stock_8846,2392.03,Japan,Consumer Goods,Mid Cap,Debt Free,20.75,-4.11
Stock_8847,2596.05,India,Consumer Goods,Small Cap,Debt,41.6,-15.56
Stock_8848,3371.12,Japan,Healthcare,Mid Cap,Debt,-20.58,5.98
Stock_8849,1392.8,USA,Technology,Large Cap,Debt Free,-9.1,74.07
Stock_8850,4710.18,USA,Energy,Large Cap,Debt Free,10.5,84.15
Stock_8851,1930.72,India,Energy,Small Cap,Debt,23.55,12.92
Stock_8852,2459.55,USA,Technology,Small Cap,Debt,10.95,62.52
Stock_8853,4996.74,China,Consumer Goods,Mid Cap,Debt,-2.55,-24.05
Stock_8854,3120.67,India,Healthcare,Mid Cap,Debt,-11.73,-16.04
Stock_8855,4114.72,India,Technology,Mid Cap,Debt,-16.44,19.77
Stock_8856,756.9,China,Consumer Goods,Mid Cap,Debt Free,-28.5,-15.08
Stock_8857,2870.66,India,Technology,Large Cap,Debt,1.44,79.08
Stock_8858,1657.45,Japan,Consumer Goods,Large Cap,Debt,25.11,61.16
Stock_8859,2061.17,Japan,Consumer Goods,Small Cap,Debt,14.75,-26.34
Stock_8860,369.26,Japan,Consumer Goods,Mid Cap,Debt,34.58,-46.76
Stock_8861,243.71,USA,Technology,Mid Cap,Debt,20.57,61.91
Stock_8862,463.98,China,Energy,Mid Cap,Debt,0.85,-3.11
Stock_8863,4740.81,USA,Finance,Large Cap,Debt,41.01,40.52
Stock_8864,2210.94,USA,Consumer Goods,Large Cap,Debt,-27.37,-1.85
Stock_8865,2845.08,China,Finance,Large Cap,Debt Free,40.79,43.04
Stock_8866,3587.88,China,Technology,Small Cap,Debt,-1.6,-37.14
Stock_8867,4792.75,India,Energy,Mid Cap,Debt,-23.77,-37.59
Stock_8868,2018.91,India,Consumer Goods,Large Cap,Debt,-7.17,18.92
Stock_8869,2640.49,USA,Finance,Small Cap,Debt,-12.16,84.1
Stock_8870,3159.71,USA,Energy,Small Cap,Debt Free,39.48,-1.59
Stock_8871,998.49,USA,Technology,Large Cap,Debt,-16.44,97.34
Stock_8872,4161.88,USA,Technology,Mid Cap,Debt Free,3.6,-1.11
Stock_8873,1924.61,India,Consumer Goods,Large Cap,Debt,25.16,-43.55
Stock_8874,4940.19,India,Consumer Goods,Mid Cap,Debt,37.26,-22.92
Stock_8875,760.72,Japan,Technology,Mid Cap,Debt,-1.43,49.09
Stock_8876,99.56,India,Energy,Mid Cap,Debt Free,5.06,83.87
Stock_8877,3448.99,India,Energy,Large Cap,Debt,-14.55,-17.39
Stock_8878,2036.25,India,Technology,Large Cap,Debt,-20.47,90.1
Stock_8879,2295.45,China,Healthcare,Small Cap,Debt,6.58,61.23
Stock_8880,4421.14,USA,Healthcare,Small Cap,Debt Free,-22.69,78.85
Stock_8881,680.14,India,Healthcare,Large Cap,Debt,38.34,-9.42
Stock_8882,2826.11,India,Energy,Small Cap,Debt,9.11,50.03
Stock_8883,2330.17,Japan,Technology,Mid Cap,Debt Free,42.3,-34.32
Stock_8884,3300.66,India,Consumer Goods,Mid Cap,Debt,-19.29,74.87
Stock_8885,2696.31,Japan,Finance,Large Cap,Debt Free,-21.35,82.39
Stock_8886,1351.59,Japan,Technology,Mid Cap,Debt,-20.6,43.71
Stock_8887,4655.7,China,Technology,Large Cap,Debt Free,2.66,83.7
Stock_8888,836.85,Japan,Finance,Large Cap,Debt Free,37.73,57.59
Stock_8889,2495.83,USA,Consumer Goods,Mid Cap,Debt,3.12,53.63
Stock_8890,3756.09,Japan,Finance,Mid Cap,Debt Free,-12.02,-3.15
Stock_8891,853.71,India,Healthcare,Large Cap,Debt Free,14.27,88.9
Stock_8892,3426.82,India,Energy,Small Cap,Debt Free,35.85,-40.37
Stock_8893,1443.11,USA,Healthcare,Mid Cap,Debt Free,-15.84,66.18
Stock_8894,4883.44,India,Healthcare,Small Cap,Debt,20.83,16.01
Stock_8895,3001.52,China,Finance,Large Cap,Debt,-21.38,94.33
Stock_8896,3153.27,India,Healthcare,Mid Cap,Debt,7.32,30.47
Stock_8897,3714.59,China,Healthcare,Small Cap,Debt,-9.65,-18.99
Stock_8898,3481.0,USA,Energy,Large Cap,Debt Free,5.63,-32.45
Stock_8899,570.91,India,Technology,Mid Cap,Debt Free,43.75,-46.84
Stock_8900,4786.06,India,Technology,Small Cap,Debt Free,41.88,72.42
Stock_8901,2809.18,USA,Technology,Mid Cap,Debt,-6.48,-38.89
Stock_8902,130.9,India,Finance,Mid Cap,Debt,-26.68,-31.36
Stock_8903,141.86,Japan,Consumer Goods,Mid Cap,Debt,38.15,15.01
Stock_8904,1029.07,Japan,Healthcare,Large Cap,Debt Free,12.09,32.79
Stock_8905,4292.49,India,Healthcare,Large Cap,Debt,42.87,22.93
Stock_8906,447.44,China,Consumer Goods,Mid Cap,Debt,21.31,-42.18
Stock_8907,4552.52,Japan,Energy,Mid Cap,Debt,-17.84,57.77
Stock_8908,2455.66,USA,Energy,Small Cap,Debt,-8.42,-25.74
Stock_8909,4772.62,USA,Technology,Small Cap,Debt Free,39.54,40.93
Stock_8910,3567.73,USA,Technology,Mid Cap,Debt,18.71,2.36
Stock_8911,2382.38,India,Technology,Large Cap,Debt Free,-22.72,-18.06
Stock_8912,680.83,China,Technology,Small Cap,Debt,-0.63,90.96
Stock_8913,2727.5,India,Technology,Large Cap,Debt,42.74,19.2
Stock_8914,989.46,China,Healthcare,Mid Cap,Debt,-0.53,-24.41
Stock_8915,3307.1,USA,Healthcare,Mid Cap,Debt,0.21,-1.37
Stock_8916,1278.35,India,Technology,Mid Cap,Debt,44.0,9.57
Stock_8917,1727.73,USA,Technology,Large Cap,Debt Free,35.27,28.64
Stock_8918,4161.42,USA,Energy,Mid Cap,Debt Free,13.69,14.8
Stock_8919,1051.31,USA,Consumer Goods,Small Cap,Debt,49.03,10.94
Stock_8920,1067.68,USA,Energy,Mid Cap,Debt Free,29.81,69.96
Stock_8921,2774.95,India,Consumer Goods,Large Cap,Debt Free,35.16,50.86
Stock_8922,1163.06,India,Finance,Small Cap,Debt,24.51,-2.3
Stock_8923,1091.87,China,Healthcare,Large Cap,Debt,-23.38,84.72
Stock_8924,741.0,USA,Finance,Mid Cap,Debt,40.93,41.44
Stock_8925,1608.41,USA,Finance,Mid Cap,Debt,19.32,-40.26
Stock_8926,1111.83,India,Finance,Mid Cap,Debt,-4.96,41.34
Stock_8927,3970.84,Japan,Consumer Goods,Mid Cap,Debt,-22.88,25.14
Stock_8928,328.34,India,Healthcare,Mid Cap,Debt,44.23,85.17
Stock_8929,4911.77,India,Consumer Goods,Mid Cap,Debt,4.82,66.95
Stock_8930,503.5,Japan,Technology,Small Cap,Debt,26.06,-43.01
Stock_8931,4482.59,USA,Healthcare,Mid Cap,Debt,11.5,-7.83
Stock_8932,274.41,USA,Healthcare,Small Cap,Debt,-15.47,57.33
Stock_8933,1779.03,India,Finance,Small Cap,Debt,27.75,-23.5
Stock_8934,1334.49,Japan,Consumer Goods,Mid Cap,Debt,10.21,62.88
Stock_8935,4192.07,USA,Finance,Mid Cap,Debt Free,10.0,41.2
Stock_8936,2294.45,Japan,Technology,Mid Cap,Debt Free,48.62,72.92
Stock_8937,2347.93,USA,Consumer Goods,Mid Cap,Debt Free,-29.51,-10.46
Stock_8938,4212.79,India,Technology,Mid Cap,Debt,18.36,99.53
Stock_8939,240.89,USA,Technology,Large Cap,Debt,6.36,-3.71
Stock_8940,3252.06,USA,Technology,Large Cap,Debt,1.96,87.88
Stock_8941,3567.03,India,Consumer Goods,Mid Cap,Debt Free,-13.41,3.28
Stock_8942,2987.56,USA,Technology,Mid Cap,Debt,-15.97,-48.15
Stock_8943,1367.05,China,Finance,Small Cap,Debt,47.31,38.77
Stock_8944,3254.79,India,Finance,Large Cap,Debt Free,10.57,45.01
Stock_8945,239.05,India,Consumer Goods,Mid Cap,Debt,5.38,64.18
Stock_8946,2114.25,Japan,Consumer Goods,Mid Cap,Debt,-26.07,-12.85
Stock_8947,4794.76,China,Finance,Mid Cap,Debt Free,16.61,-17.62
Stock_8948,1874.88,USA,Finance,Large Cap,Debt Free,38.61,88.68
Stock_8949,3963.63,India,Consumer Goods,Large Cap,Debt,25.87,84.41
Stock_8950,594.11,China,Consumer Goods,Mid Cap,Debt,38.15,-7.06
Stock_8951,3763.52,Japan,Consumer Goods,Mid Cap,Debt,-6.48,-17.5
Stock_8952,369.34,Japan,Consumer Goods,Mid Cap,Debt,15.34,33.22
Stock_8953,2996.22,Japan,Technology,Mid Cap,Debt Free,32.69,61.95
Stock_8954,1030.15,USA,Consumer Goods,Mid Cap,Debt Free,-4.64,-24.76
Stock_8955,498.55,Japan,Consumer Goods,Large Cap,Debt,-12.35,-23.13
Stock_8956,591.94,USA,Technology,Large Cap,Debt,17.26,42.39
Stock_8957,1471.31,USA,Healthcare,Large Cap,Debt,27.12,12.95
Stock_8958,3326.53,India,Technology,Mid Cap,Debt,-27.27,44.32
Stock_8959,3304.85,China,Energy,Mid Cap,Debt,33.99,81.28
Stock_8960,549.47,USA,Energy,Mid Cap,Debt Free,25.55,-21.07
Stock_8961,3048.72,USA,Technology,Mid Cap,Debt,-21.64,63.78
Stock_8962,2199.86,Japan,Consumer Goods,Large Cap,Debt,-4.8,-26.43
Stock_8963,1042.88,China,Technology,Small Cap,Debt,-1.28,-35.87
Stock_8964,2172.07,India,Energy,Mid Cap,Debt Free,-6.64,2.07
Stock_8965,4509.17,USA,Technology,Large Cap,Debt Free,45.26,-40.24
Stock_8966,4295.98,China,Healthcare,Small Cap,Debt,35.67,11.63
Stock_8967,4819.59,India,Technology,Mid Cap,Debt,48.28,35.13
Stock_8968,2400.69,India,Consumer Goods,Small Cap,Debt,44.42,-42.48
Stock_8969,2275.1,Japan,Energy,Large Cap,Debt,36.95,72.27
Stock_8970,2921.94,India,Finance,Large Cap,Debt,8.99,76.76
Stock_8971,2347.56,USA,Technology,Mid Cap,Debt,-0.52,10.16
Stock_8972,2190.11,India,Technology,Large Cap,Debt,-27.63,60.06
Stock_8973,4475.69,USA,Technology,Large Cap,Debt Free,-4.97,8.96
Stock_8974,4090.57,China,Technology,Mid Cap,Debt Free,-19.42,-49.22
Stock_8975,618.85,China,Healthcare,Small Cap,Debt Free,-8.43,13.83
Stock_8976,4548.77,India,Healthcare,Small Cap,Debt,-29.01,58.31
Stock_8977,3184.68,USA,Consumer Goods,Small Cap,Debt,-12.78,17.56
Stock_8978,4006.62,India,Consumer Goods,Mid Cap,Debt Free,-15.47,45.54
Stock_8979,2211.34,China,Finance,Large Cap,Debt,-22.4,42.05
Stock_8980,1100.25,China,Technology,Mid Cap,Debt,1.58,41.55
Stock_8981,1894.82,India,Technology,Small Cap,Debt Free,10.26,58.01
Stock_8982,1634.61,Japan,Consumer Goods,Mid Cap,Debt,-12.19,-24.96
Stock_8983,1432.1,USA,Technology,Large Cap,Debt Free,-29.38,-49.12
Stock_8984,4574.68,India,Healthcare,Mid Cap,Debt,46.96,60.07
